Variables: tmin, tmax, prcp
G13121010800.csv, 33.6621113590606, -84.4092063800681
G13121980000.csv, 33.6518473812981, -84.4257376000589
G13121011617.csv, 34.0460095325748, -84.2573194641067
G13121011611.csv, 34.0559512360699, -84.3092754231874
G13121008101.csv, 33.7359327006928, -84.4538950607674
G13121006000.csv, 33.7379611163903, -84.4390858302184
G13121010108.csv, 33.9661061502091, -84.2797683185019
G13121007500.csv, 33.6950301610596, -84.4115260632434
G13121001202.csv, 33.7767841259003, -84.3851556846815
G13121009102.csv, 33.8090101359017, -84.3862177812139
G13121009101.csv, 33.809375540678, -84.3969861576819
G13121001201.csv, 33.7763743420573, -84.3803049454071
G13121002900.csv, 33.758005339011, -84.369349108866
G13121010110.csv, 33.9204281721209, -84.3620299680424
G13121011405.csv, 34.0192598980511, -84.345741204207
G13121010106.csv, 33.9829784030683, -84.3289602889186
G13121011410.csv, 33.9880169271588, -84.2891245228788
G13121010107.csv, 33.9746226315266, -84.3022960253504
G13121000700.csv, 33.7799334037191, -84.4233153628242
G13121001002.csv, 33.7763248793997, -84.3995394160523
G13121005800.csv, 33.7318613491693, -84.4105984343738
G13121007900.csv, 33.7322876504106, -84.4915562998989
G13121008500.csv, 33.7758562797665, -84.4443275852761
G13121008601.csv, 33.7814516326989, -84.4661916987592
G13121010209.csv, 33.9718600186935, -84.3680232064284
G13121008902.csv, 33.798157311162, -84.4187570428643
G13121010205.csv, 33.9261480135046, -84.3901478983941
G13121010210.csv, 33.9532222931604, -84.3802060273175
G13121008700.csv, 33.7949890440272, -84.4592510303894
G13121010601.csv, 33.6610333550502, -84.4572757020234
G13121003500.csv, 33.7508367095754, -84.3916063665734
G13121010208.csv, 33.9910623142888, -84.3655393227037
G13121011624.csv, 34.0751510072701, -84.1916055411058
G13121003600.csv, 33.751875175174, -84.4029204372022
G13121011900.csv, 33.7539368022776, -84.3826912326656
G13121011800.csv, 33.7709169504443, -84.408878485032
G13121012300.csv, 33.661339956903, -84.4394428146727
G13121012000.csv, 33.7361407565277, -84.3928230589929
G13121010508.csv, 33.591966411757, -84.4764022028366
G13121010507.csv, 33.6085819838302, -84.4754618215875
G13121010604.csv, 33.6280718129844, -84.473208760038
G13121007300.csv, 33.6718237708267, -84.3809975354828
G13121011414.csv, 34.0077499002662, -84.2751237958033
G13121010603.csv, 33.64559743598, -84.4687410437147
G13121011411.csv, 34.0046566174305, -84.3165516641491
G13121011412.csv, 34.0226023026238, -84.2995767385197
G13121010123.csv, 33.9441388328543, -84.3647095953913
G13121000100.csv, 33.7989549011442, -84.354845940875
G13121011422.csv, 34.0049322259984, -84.3734172780096
G13121011505.csv, 34.0793627599994, -84.37099990517
G13121011622.csv, 34.0454874666529, -84.1462102489714
G13121011424.csv, 34.004381419189, -84.2624155640291
G13121010511.csv, 33.6126807171796, -84.5105111172844
G13121011626.csv, 34.061499258529, -84.1885644408413
G13223120202.csv, 33.9081651775164, -84.7445642185426
G13223120400.csv, 33.8768344384143, -84.9624167041766
G13223120103.csv, 34.0101574277107, -84.8235509723114
G13223120302.csv, 33.9235188225508, -84.8559929402053
G13223120303.csv, 33.884753167788, -84.8651789927472
G13223120102.csv, 33.9814880107347, -84.7823780586141
G13223120204.csv, 33.9319229579032, -84.7689406583911
G13063040514.csv, 33.5378286042657, -84.4267371988493
G13223120301.csv, 33.9321158910633, -84.8151197549765
G13063040407.csv, 33.6074058421899, -84.3302410623031
G13063040510.csv, 33.5877109346976, -84.426917355548
G13063040302.csv, 33.6335559026735, -84.3717247251879
G13063040611.csv, 33.5457419826986, -84.3634291534758
G13063040303.csv, 33.6343070063278, -84.3508736579938
G13063980000.csv, 33.6350095673659, -84.4325693393018
G13063040622.csv, 33.4773099554951, -84.3598529492802
G13063040307.csv, 33.596516462438, -84.3626673149867
G13063040417.csv, 33.5633558990551, -84.3572395031237
G13063040203.csv, 33.6047127436629, -84.4526837198893
G13063040520.csv, 33.6005476688088, -84.4159261040906
G13063040519.csv, 33.5918722260291, -84.4188031358346
G13063040523.csv, 33.5583523589956, -84.4083123753932
G13063040522.csv, 33.5851693991698, -84.4008715041643
G13063040621.csv, 33.4590305225015, -84.3496417226896
G13063040619.csv, 33.5049842864151, -84.3787149738202
G13063040308.csv, 33.6257203066812, -84.3827247943932
G13063040620.csv, 33.4875933961374, -84.3688982633604
G13063040414.csv, 33.5845632936694, -84.3728330533241
G13063040204.csv, 33.605267460842, -84.4412867505807
G13063040521.csv, 33.569763085435, -84.3905465621131
G13063040415.csv, 33.5719133614638, -84.378905149446
G13063040617.csv, 33.5581147412399, -84.2665809472752
G13063040615.csv, 33.5436068687135, -84.3049489409048
G13063040516.csv, 33.5309194295388, -84.3876789010742
G13063040509.csv, 33.5818852444561, -84.4466798381838
G13063040416.csv, 33.5795180551791, -84.3544485140492
G13063040306.csv, 33.6048936713671, -84.3852061353127
G13063040525.csv, 33.5027476057667, -84.4012088396321
G13063040524.csv, 33.5519874977493, -84.3918044771396
G13063040616.csv, 33.5600960641588, -84.2928942771132
G13063040526.csv, 33.5069929763428, -84.4138394210535
G13151070307.csv, 33.467495487871, -84.1383638000705
G13151070113.csv, 33.5485033114896, -84.2246720755654
G13151070403.csv, 33.3688526329308, -84.0840974099136
G13063040515.csv, 33.5310902851503, -84.4073191043743
G13063040513.csv, 33.5585363545804, -84.4382141920029
G13063040202.csv, 33.6136286287572, -84.412879984969
G13063040518.csv, 33.5095183648149, -84.3911821051275
G13151070205.csv, 33.5101973478175, -84.1648413893148
G13151070309.csv, 33.4966584046077, -84.1986070114577
G13151070204.csv, 33.5534303519322, -84.1544789532315
G13151070310.csv, 33.4687073135573, -84.1825234850714
G13151070311.csv, 33.4465758440852, -84.1803076144115
G13151070404.csv, 33.3457543201071, -84.1301691934811
G13151070501.csv, 33.3932311726911, -84.3217989458753
G13151070502.csv, 33.3808677407054, -84.2397015290419
G13151070306.csv, 33.4168983935437, -84.2040768609319
G13151070104.csv, 33.5134101782101, -84.2658612032259
G13231010300.csv, 33.0530198759279, -84.4628395452456
G13151070110.csv, 33.5869996044595, -84.188256191839
G13297110601.csv, 33.7821073463316, -83.8113454412735
G13151070108.csv, 33.6264607752278, -84.253403376411
G13231010200.csv, 33.164259908625, -84.438693714452
G13151070107.csv, 33.6247208215297, -84.2028778802874
G13231010400.csv, 33.0319414264499, -84.3294228325271
G13151070109.csv, 33.5904686938545, -84.2358807598375
G13057090701.csv, 34.1695821239285, -84.540722896919
G13151070114.csv, 33.5231522704846, -84.2162184535481
G13231010100.csv, 33.1230795078697, -84.3196706127398
G13151070111.csv, 33.5342690498892, -84.2462595686145
G13057091101.csv, 34.1491843579657, -84.6032048116145
G13067030413.csv, 33.91839515766, -84.4753522522692
G13057091103.csv, 34.1076896219009, -84.6346321167885
G13067030239.csv, 33.9663476954861, -84.6882898585683
G13297110503.csv, 33.8280172979847, -83.8034719465943
G13067030412.csv, 33.9300213568255, -84.503275904241
G13297110505.csv, 33.864654947348, -83.8386931189737
G13067030414.csv, 33.9161143512964, -84.4909989328811
G13297110504.csv, 33.8455712644333, -83.8763595240371
G13067030344.csv, 33.9079868191362, -84.4753697513769
G13297110508.csv, 33.8124965727156, -83.8440855232847
G13067030411.csv, 33.9365964903481, -84.5023199868216
G13297110603.csv, 33.7473287954888, -83.876610918987
G13067031114.csv, 33.8907387638495, -84.4852988824766
G13297110602.csv, 33.7218075847832, -83.793826103681
G13067030345.csv, 33.8966277704258, -84.4669573533927
G13297110507.csv, 33.8011014073316, -83.8922212318646
G13067030343.csv, 34.0359165620298, -84.4160444290196
G13297110506.csv, 33.7890142084858, -83.9360744253706
G13067030342.csv, 34.0470291663348, -84.4296834575054
G13057091005.csv, 34.101527311078, -84.5544833932241
G13067030410.csv, 33.9593219913627, -84.4877097861283
G13057091006.csv, 34.1210433137702, -84.5699234257184
G13067030409.csv, 33.9650740136402, -84.4703416604124
G13297110200.csv, 33.7961849713047, -83.5988885286213
G13067030407.csv, 33.9444047929869, -84.4798703786714
G13297110100.csv, 33.8793406805541, -83.7294187627714
G13067030408.csv, 33.9322666941245, -84.4679537760787
G13297110400.csv, 33.8242130321495, -83.73652752521
G13067030238.csv, 33.9576680889345, -84.7223190347491
G13297110300.csv, 33.7993511275795, -83.6787749812623
G13067030236.csv, 33.9865179608626, -84.7272459665406
G13297110800.csv, 33.6753347188353, -83.6899578222869
G13067030505.csv, 33.9624751597279, -84.5072455420064
G13297110700.csv, 33.7535800001234, -83.7015722442522
G13067030800.csv, 33.9415648440395, -84.5287071561724
G13057090502.csv, 34.2195002101041, -84.3292625999029
G13067030107.csv, 34.0730464985765, -84.6220538313042
G13057090100.csv, 34.341518901692, -84.3770104287983
G13067030106.csv, 34.0682597855643, -84.6446729801053
G13057090200.csv, 34.327282623972, -84.5840924169513
G13067031409.csv, 33.8352783564982, -84.6425128300115
G13057090702.csv, 34.1683010948191, -84.4945625973199
G13067031408.csv, 33.816801419626, -84.6611468358246
G13057090901.csv, 34.118633693494, -84.4454141378931
G13067030340.csv, 34.049511677857, -84.4661214619618
G13057090602.csv, 34.2280229366956, -84.4414420455628
G13067030341.csv, 34.0621026080462, -84.4765171861349
G13057090400.csv, 34.2746130237166, -84.4624331449469
G13067031005.csv, 33.8909529075377, -84.5802540704442
G13057090601.csv, 34.2117698916699, -84.4889525485127
G13067031002.csv, 33.909243354479, -84.5584972016767
G13013180103.csv, 34.0784021638138, -83.8072099617898
G13067030320.csv, 33.9217994185968, -84.450007094608
G13013180401.csv, 33.991974199588, -83.6169389918968
G13067030318.csv, 33.9460935882781, -84.4308536076448
G13013180303.csv, 34.0398939839369, -83.7485871253122
G13067031406.csv, 33.8548905094775, -84.6079567368837
G13013180106.csv, 34.0243990381912, -83.8421642523215
G13067031405.csv, 33.8716459937749, -84.6136354411526
G13013180205.csv, 33.9915331633519, -83.7435202324451
G13067030902.csv, 33.9402537870569, -84.5567760905325
G13013180402.csv, 33.9810619485707, -83.5782628920166
G13067031311.csv, 33.7833645776287, -84.5608508039523
G13057090300.csv, 34.2171664460604, -84.5839087049062
G13067030333.csv, 33.9641941446967, -84.4501675173657
G13013180206.csv, 34.016434013942, -83.7192643268551
G13067030332.csv, 33.9862726350174, -84.4402309743124
G13013180302.csv, 34.029048803868, -83.6811296349679
G13067031308.csv, 33.8052134867905, -84.5831114167418
G13013180105.csv, 34.0436064847702, -83.8131826058833
G13067030319.csv, 33.9670364519019, -84.3934998476554
G13013180501.csv, 33.9522067559286, -83.777564807368
G13067031503.csv, 33.8878372643834, -84.6337571169619
G13013180301.csv, 33.9893869289046, -83.663795878026
G13067031307.csv, 33.8346523423134, -84.5586014996792
G13013180502.csv, 33.9333022256, -83.6793697908868
G13067030904.csv, 33.9220977779096, -84.565991353528
G13013180204.csv, 33.9694798544186, -83.7173289774297
G13067030901.csv, 33.9341610416293, -84.5862973077641
G13013180203.csv, 33.9845237624949, -83.69775386196
G13067030327.csv, 34.0257493851404, -84.4578507744285
G13013180503.csv, 33.9224587115427, -83.7462867746871
G13067030329.csv, 34.0006195139108, -84.4823560649535
G13223120604.csv, 33.8132279936692, -84.7746839182266
G13067031112.csv, 33.8669361776835, -84.5087127326468
G13223120601.csv, 33.8074389413401, -84.740198939301
G13067030504.csv, 33.9751661801389, -84.5095864446346
G13067030331.csv, 34.0020941053546, -84.4489777732401
G13223120104.csv, 34.0231130573585, -84.8988604238625
G13067030322.csv, 34.0463294381947, -84.4456842430425
G13013180108.csv, 33.9805860695907, -83.8096563745548
G13067030335.csv, 34.00901136008, -84.4141303743196
G13067031106.csv, 33.8629722909576, -84.5779999705447
G13013180104.csv, 34.0020587570393, -83.8387974990858
G13063040614.csv, 33.5223765297453, -84.3051514858856
G13013180107.csv, 34.0110239552107, -83.7853932748894
G13063040606.csv, 33.4669220933619, -84.3118138577364
G13223120605.csv, 33.8062294291862, -84.865607720736
G13063040512.csv, 33.571066666614, -84.4274955063945
G13223120602.csv, 33.7945520799351, -84.8194223715413
G13063040608.csv, 33.4078893741924, -84.3700787265483
G13223120502.csv, 33.849248064552, -84.839618407526
G13067030336.csv, 33.9924374725055, -84.4142146467034
G13223120503.csv, 33.8461410804457, -84.7884693831636
G13063040411.csv, 33.6025504523972, -84.2723350764394
G13223120203.csv, 33.9537229241628, -84.7546478572216
G13067030339.csv, 33.8851200648686, -84.4524350266396
G13223120101.csv, 34.0513278452736, -84.7685981864076
G13067030314.csv, 34.0300192905609, -84.4828503711541
G13223120603.csv, 33.8504066014922, -84.7391807954868
G13063040409.csv, 33.5907825757241, -84.3041670675195
G13223120501.csv, 33.878563008219, -84.7835169937677
G13063040410.csv, 33.6278499348668, -84.310906097002
G13063040613.csv, 33.5077299335266, -84.3268112923534
G13063040408.csv, 33.5910838046557, -84.3340752484411
G13063040412.csv, 33.5700102914606, -84.3270486788692
G13063040413.csv, 33.5718351779451, -84.2840551714756
G13063040612.csv, 33.5196117827245, -84.3626900179487
G13063040609.csv, 33.5453735389081, -84.3289751865283
G13135050729.csv, 33.8321989884793, -84.0658957317764
G13135050725.csv, 33.835697061467, -84.0446551323255
G13135050540.csv, 33.9748065233256, -84.0288321845565
G13135050722.csv, 33.8170038670845, -84.0306040302942
G13135050527.csv, 34.0069092684295, -84.0001093509242
G13135050549.csv, 33.9970385541321, -84.0283696098084
G13135050215.csv, 33.9676114383803, -84.1156352466857
G13135050216.csv, 34.0136167357129, -84.0910637879115
G13135050524.csv, 33.9351679729819, -84.1075641331039
G13135050547.csv, 34.0175761097448, -83.976810737059
G13135050610.csv, 34.0513366895781, -83.8835725082133
G13135050541.csv, 33.9471658572226, -84.1086911526862
G13135050731.csv, 33.8333016430322, -83.9423576741678
G13135050609.csv, 34.092163594582, -83.8705291646988
G13135050730.csv, 33.8422443553195, -83.9669205490837
G13135050728.csv, 33.8029019212232, -84.0008906948205
G13135050727.csv, 33.9072683863879, -83.946505935889
G13135050548.csv, 33.9987461776745, -83.9581545627913
G13135050543.csv, 33.9167180088802, -83.9877720422154
G13135050545.csv, 33.9619683773988, -83.95048834041
G13135050523.csv, 33.9808520514976, -84.0005537095023
G13135050724.csv, 33.8765853568419, -83.9524232105393
G13135050537.csv, 33.9574381183981, -84.0942770683185
G13135050539.csv, 33.9440833533237, -84.093063265905
G13135050542.csv, 33.9493843838158, -84.1228850345036
G13135050536.csv, 33.9537474934032, -84.0300742129398
G13135050608.csv, 33.9501752897542, -83.8666625652949
G13135050607.csv, 34.009144894224, -83.9075762753813
G13135050546.csv, 33.93343342125, -83.9316528336895
G13135050726.csv, 33.8874942292221, -83.8943855637734
G13135050531.csv, 33.9084751559215, -84.0803404371116
G13199970800.csv, 33.0231239586404, -84.697553309717
G13135050723.csv, 33.8174329342838, -84.0613423644831
G13135050435.csv, 33.9021084673486, -84.134185909195
G13135050532.csv, 33.9195709022698, -84.050002603736
G13135050534.csv, 33.9435769992057, -84.0704984127839
G13135050544.csv, 33.9209354827659, -84.0186620229476
G13135050535.csv, 33.9443995364384, -84.0547454068864
G13199970500.csv, 32.9023903663888, -84.5880239757212
G13199970700.csv, 33.1507907346105, -84.6791590314718
G13199970600.csv, 32.9135365370056, -84.7581344687863
G13217100903.csv, 33.5624391087831, -83.9980098972197
G13217100902.csv, 33.5596500382435, -83.9598482207064
G13135050434.csv, 33.8895536632803, -84.2005668059223
G13135050321.csv, 33.9761690055376, -84.2452030667434
G13135050433.csv, 33.8852264628965, -84.2094002067207
G13135050432.csv, 33.8835735767837, -84.1767265625529
G13135050533.csv, 33.9277869072441, -84.0881108629756
G13135050436.csv, 33.9070365802246, -84.1082081612784
G13217100600.csv, 33.5522210892216, -83.8936570612487
G13217100502.csv, 33.5880922868874, -83.9144679860064
G13217100202.csv, 33.5914251516006, -83.734755114682
G13217100700.csv, 33.560959715796, -83.8614626504728
G13217100501.csv, 33.5981763877502, -83.949885406667
G13217100800.csv, 33.4592167087039, -83.8765625801366
G13217100901.csv, 33.5190853558215, -83.9761927549839
G13217100201.csv, 33.5132497918937, -83.7753379416468
G13151070203.csv, 33.4676996911663, -84.0465421857901
G13151070402.csv, 33.4146171291075, -84.0050084234172
G13151070304.csv, 33.4269464843809, -84.1317940610487
G13151070106.csv, 33.5640755608556, -84.2282236736991
G13151070202.csv, 33.5197501218262, -84.1025158074291
G13151070305.csv, 33.4650550925594, -84.2526763720775
G13085970202.csv, 34.3850035446159, -84.1439211114659
G13085970201.csv, 34.3725888300032, -84.0118353704565
G13015960802.csv, 34.1130249572978, -84.6978517821217
G13015961000.csv, 34.1417838868101, -84.9774594354998
G13015960901.csv, 34.1192850535849, -84.868481265707
G13015960102.csv, 34.2937246582693, -84.7435408022522
G13015960101.csv, 34.3777460441097, -84.7259889224124
G13015960402.csv, 34.2362167040922, -84.7916443040544
G13015960401.csv, 34.2184802842021, -84.8213693845352
G13015960803.csv, 34.1133361542147, -84.7668469089976
G13015960600.csv, 34.1491285516197, -84.8127312123072
G13015960200.csv, 34.3452973884275, -84.9189623964292
G13015960902.csv, 34.1675038968251, -84.8751901708952
G13015960500.csv, 34.1993924557423, -84.844339868023
G13015960801.csv, 34.1269261793246, -84.6810975693392
G13015960300.csv, 34.2516152055928, -84.942462170829
G13143010200.csv, 33.8283060663294, -85.2938603245614
G13143010400.csv, 33.7014452037382, -85.2472796863725
G13143010301.csv, 33.7788864208592, -85.0855730240072
G13143010302.csv, 33.7538453165744, -85.1836593994819
G13171970300.csv, 33.0361268298222, -84.2149807809674
G13171970200.csv, 33.0284220935174, -84.0988129314802
G13015960700.csv, 34.1839868870542, -84.7184357620439
G13171970100.csv, 33.1414817756865, -84.1516120072679
G13135050219.csv, 33.9965575930043, -84.1558831226794
G13135050211.csv, 33.9542572075655, -84.1446543700484
G13089023425.csv, 33.6732144696415, -84.2283895263613
G13089022204.csv, 33.8041579936519, -84.2688187224045
G13135050319.csv, 33.9327799205096, -84.192122438837
G13143010100.csv, 33.8611575952401, -85.1293436208304
G13089022403.csv, 33.7797086797801, -84.3216838851997
G13089023602.csv, 33.7247647628871, -84.2991272476934
G13089023504.csv, 33.7239601947848, -84.2720512192055
G13089023213.csv, 33.7207858627464, -84.2043481608625
G13089022301.csv, 33.7976799145681, -84.2934713513075
G13089023312.csv, 33.7751648760077, -84.1430117671836
G13089023311.csv, 33.7749104378244, -84.1134331145649
G13089023423.csv, 33.6689213958012, -84.315702857176
G13089023419.csv, 33.6506110892431, -84.2271962294524
G13089023114.csv, 33.7787646117085, -84.2295916729551
G13089023501.csv, 33.7350547115053, -84.2691203604712
G13089023411.csv, 33.7031911946869, -84.2915266208026
G13089023410.csv, 33.7066309554458, -84.2762193916532
G13113140207.csv, 33.4224249019257, -84.5843439107329
G13089023107.csv, 33.7496651471382, -84.2513283626236
G13089023418.csv, 33.6638074897131, -84.1269808288946
G13089021504.csv, 33.8091202583061, -84.3211512483196
G13089021503.csv, 33.8207982268295, -84.3253023115047
G13089021910.csv, 33.8212956263164, -84.2047375101445
G13089021604.csv, 33.8324259665109, -84.2991501217216
G13089023112.csv, 33.7647832585144, -84.2409536813171
G13113140405.csv, 33.4058868319419, -84.4691715936918
G13089021912.csv, 33.8354046561314, -84.1594282255091
G13113140404.csv, 33.4391787268228, -84.4763142974295
G13089021410.csv, 33.8546051180474, -84.3064850508657
G13113140408.csv, 33.4013255843739, -84.4147320145104
G13089021216.csv, 33.9277554514573, -84.3271655319575
G13113140407.csv, 33.4368725812385, -84.4210510655262
G13089020600.csv, 33.7576171826526, -84.3356821840837
G13113140304.csv, 33.4041704214006, -84.5501405044301
G13089020500.csv, 33.7526586707193, -84.341619558512
G13113140307.csv, 33.3581526213149, -84.5213089532079
G13089020900.csv, 33.736358847042, -84.3370093007766
G13113140208.csv, 33.4295362101762, -84.607305621555
G13089020700.csv, 33.7538960614705, -84.3249840541182
G13113140303.csv, 33.3798453133752, -84.5789317627818
G13089023101.csv, 33.7433594540975, -84.2726809354782
G13113140306.csv, 33.358198834097, -84.5481262868505
G13089022401.csv, 33.7895117330025, -84.3390315493569
G13113140102.csv, 33.4941312344513, -84.4556715658772
G13089020300.csv, 33.7659754500144, -84.3297377763153
G13113140403.csv, 33.4730363999331, -84.4759065068536
G13089020100.csv, 33.7989897670364, -84.3442281851296
G13113140406.csv, 33.4648837266139, -84.4177363204893
G13089021411.csv, 33.8667772689331, -84.329311921723
G13113140204.csv, 33.4810083943106, -84.5406387426099
G13089020400.csv, 33.7660728009964, -84.3443391735306
G13113140305.csv, 33.4198176689859, -84.5167786591926
G13089021416.csv, 33.8473239797136, -84.3339712636341
G13113140206.csv, 33.4405469350054, -84.5669116122288
G13089021413.csv, 33.8518693980613, -84.3234913313285
G13113140203.csv, 33.4833361854871, -84.5937026447439
G13089021911.csv, 33.8205830916512, -84.1919459889147
G13089020802.csv, 33.7468473578214, -84.3021430308316
G13089023424.csv, 33.6723719763128, -84.2919677623956
G13089023422.csv, 33.6606993841864, -84.2656599298808
G13089023505.csv, 33.7240011157091, -84.2588569497468
G13113140501.csv, 33.3563269512871, -84.4448417797187
G13089023427.csv, 33.6815414324658, -84.1568873797486
G13089023700.csv, 33.7326261730877, -84.3182064277346
G13113140101.csv, 33.5258488071535, -84.4887760315297
G13089023506.csv, 33.726721701605, -84.2401930985788
G13113140502.csv, 33.2972909744987, -84.4644605688144
G13089023802.csv, 33.6952453899289, -84.3332395813838
G13089023801.csv, 33.7176844904389, -84.3385720019282
