GISJN_TCT,prcp,tmax,tmin
G13089023316,1458.3333333333333,22.710502283105022,10.631506849315068
G13089023410,1436.6666666666667,22.690867579908677,10.722374429223745
G13089023411,1443,22.764383561643836,10.742465753424657
G13089023412,1426,22.744292237442924,10.708675799086757
G13089023413,1436.6666666666667,22.770319634703196,10.723744292237443
G13089023414,1461.6666666666667,22.60958904109589,10.684931506849315
G13089023416,1498.6666666666667,22.759360730593606,10.700913242009133
G13089023418,1529,22.78173515981735,10.671232876712327
G13089023419,1521,22.763013698630136,10.729680365296803
G13089023421,1430,22.928310502283104,10.76986301369863
G13089023422,1500.6666666666667,22.706849315068496,10.73013698630137
G13089023423,1508.3333333333333,22.639269406392692,10.715068493150685
G13089023424,1476,22.75662100456621,10.741095890410959
G13089023425,1480.3333333333333,22.800456621004567,10.732420091324201
G13089023426,1511,22.813698630136987,10.727853881278538
G13089023427,1505.6666666666667,22.850684931506848,10.704566210045662
G13089023428,1504,22.7689497716895,10.678538812785389
G13089023501,1420.6666666666667,22.544748858447488,10.668036529680364
G13089023504,1423.3333333333333,22.601369863013698,10.686301369863013
G13089023505,1433.3333333333333,22.567123287671233,10.678538812785389
G13089023506,1434.6666666666667,22.502739726027396,10.654794520547945
G13089023507,1452.3333333333333,22.55890410958904,10.667123287671233
G13089023601,1442.3333333333333,22.392237442922376,10.636986301369863
G13089023602,1447.6666666666667,22.475342465753425,10.664383561643836
G13089023603,1444.3333333333333,22.527397260273972,10.684474885844748
G13089023700,1458,22.49771689497717,10.657077625570777
G13089023801,1480,22.531963470319635,10.67214611872146
G13089023802,1473.3333333333333,22.831050228310502,10.752054794520548
G13089023803,1478.3333333333333,22.552054794520547,10.687214611872147
G13089980000,1442.3333333333333,22.392237442922376,10.636986301369863
G13097080102,1480.6666666666667,22.357990867579908,10.262100456621004
G13097080103,1387,22.58949771689498,10.321004566210046
G13097080201,1471,22.078082191780823,9.90365296803653
G13097080202,1432.6666666666667,22.47077625570776,10.221004566210045
G13097080301,1459.3333333333333,22.203196347031962,9.912328767123288
G13097080303,1481.3333333333333,22.202283105022833,9.983105022831051
G13097080304,1499,22.041552511415524,9.845662100456622
G13097080402,1552.3333333333333,22.11095890410959,9.921917808219177
G13097080403,1475.3333333333333,22.03698630136986,9.776255707762557
G13097080404,1419.3333333333333,22.3337899543379,9.908219178082192
G13097080505,1502.6666666666667,22.00821917808219,9.834703196347032
G13097080506,1504.3333333333333,22.17442922374429,9.926940639269406
G13097080507,1475.6666666666667,22.48082191780822,10.145205479452056
G13097080508,1478,22.14703196347032,9.934246575342467
G13097080509,1462.6666666666667,22.348858447488585,10.084931506849315
G13097080510,1479.3333333333333,22.368036529680364,10.125570776255708
G13097080511,1486.3333333333333,22.407305936073058,10.181278538812785
G13097080602,1491.3333333333333,22.369406392694064,10.250228310502283
G13097080603,1468,22.345205479452055,10.097716894977168
G13097080604,1458.3333333333333,22.56849315068493,10.319178082191781
G13113140101,1601,22.754794520547946,10.664840182648401
G13113140102,1599.6666666666667,22.900913242009132,10.706849315068494
G13113140203,1585.3333333333333,22.618721461187214,10.513698630136986
G13113140204,1565.3333333333333,22.769863013698632,10.606392694063928
G13113140206,1588.6666666666667,22.851141552511415,10.597260273972603
G13113140207,1577.3333333333333,22.831050228310502,10.584474885844749
G13113140208,1586.6666666666667,22.756164383561643,10.54703196347032
G13113140303,1584,22.943835616438356,10.600913242009133
G13113140304,1591.6666666666667,22.86392694063927,10.616438356164384
G13113140305,1593.3333333333333,22.860730593607304,10.640639269406392
G13113140306,1565,23.063470319634703,10.651598173515982
G13113140307,1570.3333333333333,23.035616438356165,10.660730593607306
G13113140403,1628.6666666666667,22.85890410958904,10.680365296803654
G13113140404,1608.6666666666667,22.91917808219178,10.67945205479452
G13113140405,1582.3333333333333,22.936529680365297,10.682648401826484
G13113140406,1576,22.857077625570778,10.710045662100457
G13113140407,1586.6666666666667,22.899543378995432,10.700913242009133
G13113140408,1577.6666666666667,23.010045662100456,10.709132420091324
G13113140501,1574.3333333333333,22.9324200913242,10.67214611872146
G13113140502,1583.3333333333333,23.00593607305936,10.663470319634703
G13117130101,1679.6666666666667,21.177625570776257,9.704109589041096
G13117130102,1604,21.509132420091323,9.95662100456621
G13117130103,1671.6666666666667,21.352054794520548,9.841095890410958
G13117130104,1576,21.72146118721461,10.098173515981735
G13117130105,1606,21.455251141552512,9.914155251141553
G13117130201,1526.3333333333333,22.3,10.40958904109589
G13117130202,1619.3333333333333,21.518721461187216,9.864383561643836
G13117130203,1629.6666666666667,21.621917808219177,9.91689497716895
G13117130204,1655,21.62054794520548,9.944748858447488
G13117130205,1607.6666666666667,21.556164383561644,9.922374429223744
G13117130301,1576,21.799543378995434,9.983561643835616
G13117130302,1528.6666666666667,21.893150684931506,10.025570776255709
G13117130303,1547.3333333333333,21.843835616438355,9.9675799086758
G13117130304,1517.3333333333333,21.94566210045662,10.081735159817352
G13117130305,1545,21.760730593607306,9.92876712328767
G13117130306,1508.3333333333333,22.000456621004567,10.104109589041096
G13117130307,1535.6666666666667,21.890867579908676,10.0337899543379
G13117130403,1621.3333333333333,21.267123287671232,9.682191780821917
G13117130404,1535.3333333333333,21.848858447488585,10.039269406392695
G13117130405,1587,21.27488584474886,9.70228310502283
G13117130406,1556.3333333333333,21.417351598173514,9.928310502283106
G13117130408,1582.6666666666667,21.460730593607305,9.841552511415525
