X,Y,GEOID10,TRACTID,GISJN_TCT,coord_query
-84.18252348507141,33.468707313557324,13151070310,13151070310,G13151070310,"G13151070310.csv, 33.4687073135573, -84.1825234850714"
-84.18030761441155,33.446575844085196,13151070311,13151070311,G13151070311,"G13151070311.csv, 33.4465758440852, -84.1803076144115"
-84.13016919348108,33.34575432010713,13151070404,13151070404,G13151070404,"G13151070404.csv, 33.3457543201071, -84.1301691934811"
-84.32179894587533,33.39323117269107,13151070501,13151070501,G13151070501,"G13151070501.csv, 33.3932311726911, -84.3217989458753"
-84.23970152904185,33.38086774070541,13151070502,13151070502,G13151070502,"G13151070502.csv, 33.3808677407054, -84.2397015290419"
-84.20407686093193,33.41689839354374,13151070306,13151070306,G13151070306,"G13151070306.csv, 33.4168983935437, -84.2040768609319"
-84.26586120322587,33.51341017821006,13151070104,13151070104,G13151070104,"G13151070104.csv, 33.5134101782101, -84.2658612032259"
-84.46283954524559,33.05301987592788,13231010300,13231010300,G13231010300,"G13231010300.csv, 33.0530198759279, -84.4628395452456"
-84.18825619183902,33.586999604459486,13151070110,13151070110,G13151070110,"G13151070110.csv, 33.5869996044595, -84.188256191839"
-83.81134544127346,33.78210734633165,13297110601,13297110601,G13297110601,"G13297110601.csv, 33.7821073463316, -83.8113454412735"
-84.25340337641097,33.626460775227805,13151070108,13151070108,G13151070108,"G13151070108.csv, 33.6264607752278, -84.253403376411"
-84.43869371445196,33.16425990862501,13231010200,13231010200,G13231010200,"G13231010200.csv, 33.164259908625, -84.438693714452"
-84.20287788028745,33.62472082152969,13151070107,13151070107,G13151070107,"G13151070107.csv, 33.6247208215297, -84.2028778802874"
-84.3294228325271,33.031941426449876,13231010400,13231010400,G13231010400,"G13231010400.csv, 33.0319414264499, -84.3294228325271"
-84.23588075983753,33.59046869385454,13151070109,13151070109,G13151070109,"G13151070109.csv, 33.5904686938545, -84.2358807598375"
-84.54072289691904,34.16958212392851,13057090701,13057090701,G13057090701,"G13057090701.csv, 34.1695821239285, -84.540722896919"
-84.2162184535481,33.52315227048459,13151070114,13151070114,G13151070114,"G13151070114.csv, 33.5231522704846, -84.2162184535481"
-84.3196706127398,33.123079507869676,13231010100,13231010100,G13231010100,"G13231010100.csv, 33.1230795078697, -84.3196706127398"
-84.24625956861453,33.53426904988925,13151070111,13151070111,G13151070111,"G13151070111.csv, 33.5342690498892, -84.2462595686145"
-84.60320481161455,34.14918435796573,13057091101,13057091101,G13057091101,"G13057091101.csv, 34.1491843579657, -84.6032048116145"
-84.4753522522692,33.91839515766003,13067030413,13067030413,G13067030413,"G13067030413.csv, 33.91839515766, -84.4753522522692"
-84.63463211678852,34.10768962190092,13057091103,13057091103,G13057091103,"G13057091103.csv, 34.1076896219009, -84.6346321167885"
-84.68828985856833,33.9663476954861,13067030239,13067030239,G13067030239,"G13067030239.csv, 33.9663476954861, -84.6882898585683"
-83.80347194659429,33.82801729798469,13297110503,13297110503,G13297110503,"G13297110503.csv, 33.8280172979847, -83.8034719465943"
-84.50327590424097,33.9300213568255,13067030412,13067030412,G13067030412,"G13067030412.csv, 33.9300213568255, -84.503275904241"
-83.83869311897367,33.864654947348036,13297110505,13297110505,G13297110505,"G13297110505.csv, 33.864654947348, -83.8386931189737"
-84.49099893288108,33.91611435129635,13067030414,13067030414,G13067030414,"G13067030414.csv, 33.9161143512964, -84.4909989328811"
-83.87635952403707,33.845571264433254,13297110504,13297110504,G13297110504,"G13297110504.csv, 33.8455712644333, -83.8763595240371"
-84.4753697513769,33.90798681913625,13067030344,13067030344,G13067030344,"G13067030344.csv, 33.9079868191362, -84.4753697513769"
-83.84408552328468,33.81249657271555,13297110508,13297110508,G13297110508,"G13297110508.csv, 33.8124965727156, -83.8440855232847"
-84.5023199868216,33.936596490348066,13067030411,13067030411,G13067030411,"G13067030411.csv, 33.9365964903481, -84.5023199868216"
-83.87661091898697,33.7473287954888,13297110603,13297110603,G13297110603,"G13297110603.csv, 33.7473287954888, -83.876610918987"
-84.48529888247664,33.89073876384947,13067031114,13067031114,G13067031114,"G13067031114.csv, 33.8907387638495, -84.4852988824766"
-83.793826103681,33.72180758478325,13297110602,13297110602,G13297110602,"G13297110602.csv, 33.7218075847832, -83.793826103681"
-84.46695735339267,33.896627770425795,13067030345,13067030345,G13067030345,"G13067030345.csv, 33.8966277704258, -84.4669573533927"
-83.89222123186461,33.80110140733163,13297110507,13297110507,G13297110507,"G13297110507.csv, 33.8011014073316, -83.8922212318646"
-84.41604442901956,34.035916562029776,13067030343,13067030343,G13067030343,"G13067030343.csv, 34.0359165620298, -84.4160444290196"
-83.93607442537063,33.78901420848575,13297110506,13297110506,G13297110506,"G13297110506.csv, 33.7890142084858, -83.9360744253706"
-84.42968345750543,34.04702916633475,13067030342,13067030342,G13067030342,"G13067030342.csv, 34.0470291663348, -84.4296834575054"
-84.55448339322407,34.10152731107801,13057091005,13057091005,G13057091005,"G13057091005.csv, 34.101527311078, -84.5544833932241"
-84.48770978612833,33.95932199136273,13067030410,13067030410,G13067030410,"G13067030410.csv, 33.9593219913627, -84.4877097861283"
-84.56992342571841,34.121043313770194,13057091006,13057091006,G13057091006,"G13057091006.csv, 34.1210433137702, -84.5699234257184"
-84.47034166041243,33.96507401364019,13067030409,13067030409,G13067030409,"G13067030409.csv, 33.9650740136402, -84.4703416604124"
-83.5988885286213,33.79618497130469,13297110200,13297110200,G13297110200,"G13297110200.csv, 33.7961849713047, -83.5988885286213"
-84.47987037867138,33.94440479298692,13067030407,13067030407,G13067030407,"G13067030407.csv, 33.9444047929869, -84.4798703786714"
-83.72941876277139,33.879340680554144,13297110100,13297110100,G13297110100,"G13297110100.csv, 33.8793406805541, -83.7294187627714"
-84.46795377607867,33.93226669412446,13067030408,13067030408,G13067030408,"G13067030408.csv, 33.9322666941245, -84.4679537760787"
-83.73652752521,33.824213032149466,13297110400,13297110400,G13297110400,"G13297110400.csv, 33.8242130321495, -83.73652752521"
-84.72231903474906,33.9576680889345,13067030238,13067030238,G13067030238,"G13067030238.csv, 33.9576680889345, -84.7223190347491"
-83.67877498126231,33.799351127579484,13297110300,13297110300,G13297110300,"G13297110300.csv, 33.7993511275795, -83.6787749812623"
-84.72724596654061,33.98651796086258,13067030236,13067030236,G13067030236,"G13067030236.csv, 33.9865179608626, -84.7272459665406"
-83.68995782228689,33.67533471883529,13297110800,13297110800,G13297110800,"G13297110800.csv, 33.6753347188353, -83.6899578222869"
-84.5072455420064,33.96247515972793,13067030505,13067030505,G13067030505,"G13067030505.csv, 33.9624751597279, -84.5072455420064"
-83.70157224425225,33.75358000012344,13297110700,13297110700,G13297110700,"G13297110700.csv, 33.7535800001234, -83.7015722442522"
-84.52870715617236,33.94156484403951,13067030800,13067030800,G13067030800,"G13067030800.csv, 33.9415648440395, -84.5287071561724"
-84.32926259990293,34.21950021010411,13057090502,13057090502,G13057090502,"G13057090502.csv, 34.2195002101041, -84.3292625999029"
-84.62205383130421,34.073046498576474,13067030107,13067030107,G13067030107,"G13067030107.csv, 34.0730464985765, -84.6220538313042"
-84.37701042879827,34.34151890169202,13057090100,13057090100,G13057090100,"G13057090100.csv, 34.341518901692, -84.3770104287983"
-84.64467298010527,34.06825978556433,13067030106,13067030106,G13067030106,"G13067030106.csv, 34.0682597855643, -84.6446729801053"
-84.58409241695134,34.32728262397198,13057090200,13057090200,G13057090200,"G13057090200.csv, 34.327282623972, -84.5840924169513"
-84.64251283001147,33.835278356498186,13067031409,13067031409,G13067031409,"G13067031409.csv, 33.8352783564982, -84.6425128300115"
-84.4945625973199,34.16830109481907,13057090702,13057090702,G13057090702,"G13057090702.csv, 34.1683010948191, -84.4945625973199"
-84.66114683582455,33.81680141962602,13067031408,13067031408,G13067031408,"G13067031408.csv, 33.816801419626, -84.6611468358246"
-84.4454141378931,34.118633693493955,13057090901,13057090901,G13057090901,"G13057090901.csv, 34.118633693494, -84.4454141378931"
-84.46612146196179,34.04951167785696,13067030340,13067030340,G13067030340,"G13067030340.csv, 34.049511677857, -84.4661214619618"
-84.44144204556284,34.22802293669555,13057090602,13057090602,G13057090602,"G13057090602.csv, 34.2280229366956, -84.4414420455628"
-84.47651718613491,34.062102608046175,13067030341,13067030341,G13067030341,"G13067030341.csv, 34.0621026080462, -84.4765171861349"
-84.46243314494689,34.274613023716576,13057090400,13057090400,G13057090400,"G13057090400.csv, 34.2746130237166, -84.4624331449469"
-84.5802540704442,33.89095290753769,13067031005,13067031005,G13067031005,"G13067031005.csv, 33.8909529075377, -84.5802540704442"
-84.48895254851274,34.211769891669874,13057090601,13057090601,G13057090601,"G13057090601.csv, 34.2117698916699, -84.4889525485127"
-84.5584972016767,33.90924335447902,13067031002,13067031002,G13067031002,"G13067031002.csv, 33.909243354479, -84.5584972016767"
-83.80720996178982,34.07840216381382,13013180103,13013180103,G13013180103,"G13013180103.csv, 34.0784021638138, -83.8072099617898"
-84.45000709460795,33.921799418596805,13067030320,13067030320,G13067030320,"G13067030320.csv, 33.9217994185968, -84.450007094608"
-83.61693899189677,33.99197419958802,13013180401,13013180401,G13013180401,"G13013180401.csv, 33.991974199588, -83.6169389918968"
-84.43085360764482,33.94609358827807,13067030318,13067030318,G13067030318,"G13067030318.csv, 33.9460935882781, -84.4308536076448"
-83.74858712531218,34.03989398393687,13013180303,13013180303,G13013180303,"G13013180303.csv, 34.0398939839369, -83.7485871253122"
-84.60795673688365,33.854890509477485,13067031406,13067031406,G13067031406,"G13067031406.csv, 33.8548905094775, -84.6079567368837"
-83.84216425232147,34.02439903819118,13013180106,13013180106,G13013180106,"G13013180106.csv, 34.0243990381912, -83.8421642523215"
-84.61363544115257,33.87164599377494,13067031405,13067031405,G13067031405,"G13067031405.csv, 33.8716459937749, -84.6136354411526"
-83.74352023244514,33.99153316335189,13013180205,13013180205,G13013180205,"G13013180205.csv, 33.9915331633519, -83.7435202324451"
-84.55677609053245,33.940253787056946,13067030902,13067030902,G13067030902,"G13067030902.csv, 33.9402537870569, -84.5567760905325"
-83.57826289201655,33.98106194857075,13013180402,13013180402,G13013180402,"G13013180402.csv, 33.9810619485707, -83.5782628920166"
-84.56085080395233,33.78336457762867,13067031311,13067031311,G13067031311,"G13067031311.csv, 33.7833645776287, -84.5608508039523"
-84.58390870490616,34.21716644606037,13057090300,13057090300,G13057090300,"G13057090300.csv, 34.2171664460604, -84.5839087049062"
-84.45016751736574,33.964194144696656,13067030333,13067030333,G13067030333,"G13067030333.csv, 33.9641941446967, -84.4501675173657"
-83.71926432685505,34.01643401394199,13013180206,13013180206,G13013180206,"G13013180206.csv, 34.016434013942, -83.7192643268551"
-84.44023097431241,33.98627263501743,13067030332,13067030332,G13067030332,"G13067030332.csv, 33.9862726350174, -84.4402309743124"
-83.68112963496786,34.02904880386802,13013180302,13013180302,G13013180302,"G13013180302.csv, 34.029048803868, -83.6811296349679"
-84.583111416741815,33.80521348679055,13067031308,13067031308,G13067031308,"G13067031308.csv, 33.8052134867905, -84.5831114167418"
-83.81318260588327,34.04360648477017,13013180105,13013180105,G13013180105,"G13013180105.csv, 34.0436064847702, -83.8131826058833"
-84.3934998476554,33.96703645190193,13067030319,13067030319,G13067030319,"G13067030319.csv, 33.9670364519019, -84.3934998476554"
-83.77756480736801,33.95220675592858,13013180501,13013180501,G13013180501,"G13013180501.csv, 33.9522067559286, -83.777564807368"
-84.63375711696192,33.88783726438342,13067031503,13067031503,G13067031503,"G13067031503.csv, 33.8878372643834, -84.6337571169619"
-83.66379587802602,33.98938692890455,13013180301,13013180301,G13013180301,"G13013180301.csv, 33.9893869289046, -83.663795878026"
-84.55860149967923,33.83465234231344,13067031307,13067031307,G13067031307,"G13067031307.csv, 33.8346523423134, -84.5586014996792"
-83.67936979088682,33.93330222559995,13013180502,13013180502,G13013180502,"G13013180502.csv, 33.9333022256, -83.6793697908868"
-84.56599135352798,33.92209777790961,13067030904,13067030904,G13067030904,"G13067030904.csv, 33.9220977779096, -84.565991353528"
-83.71732897742974,33.969479854418566,13013180204,13013180204,G13013180204,"G13013180204.csv, 33.9694798544186, -83.7173289774297"
-84.58629730776413,33.934161041629295,13067030901,13067030901,G13067030901,"G13067030901.csv, 33.9341610416293, -84.5862973077641"
-83.69775386196002,33.984523762494945,13013180203,13013180203,G13013180203,"G13013180203.csv, 33.9845237624949, -83.69775386196"
-84.457850774428465,34.02574938514044,13067030327,13067030327,G13067030327,"G13067030327.csv, 34.0257493851404, -84.4578507744285"
-83.74628677468715,33.922458711542674,13013180503,13013180503,G13013180503,"G13013180503.csv, 33.9224587115427, -83.7462867746871"
-84.48235606495349,34.000619513910756,13067030329,13067030329,G13067030329,"G13067030329.csv, 34.0006195139108, -84.4823560649535"
-84.77468391822664,33.81322799366921,13223120604,13223120604,G13223120604,"G13223120604.csv, 33.8132279936692, -84.7746839182266"
-84.5087127326468,33.86693617768354,13067031112,13067031112,G13067031112,"G13067031112.csv, 33.8669361776835, -84.5087127326468"
-84.740198939301,33.807438941340145,13223120601,13223120601,G13223120601,"G13223120601.csv, 33.8074389413401, -84.740198939301"
-84.50958644463462,33.975166180138906,13067030504,13067030504,G13067030504,"G13067030504.csv, 33.9751661801389, -84.5095864446346"
-84.44897777324014,34.00209410535455,13067030331,13067030331,G13067030331,"G13067030331.csv, 34.0020941053546, -84.4489777732401"
-84.89886042386247,34.02311305735846,13223120104,13223120104,G13223120104,"G13223120104.csv, 34.0231130573585, -84.8988604238625"
-84.44568424304248,34.04632943819473,13067030322,13067030322,G13067030322,"G13067030322.csv, 34.0463294381947, -84.4456842430425"
-83.80965637455485,33.980586069590736,13013180108,13013180108,G13013180108,"G13013180108.csv, 33.9805860695907, -83.8096563745548"
-84.41413037431963,34.00901136007995,13067030335,13067030335,G13067030335,"G13067030335.csv, 34.00901136008, -84.4141303743196"
-84.57799997054472,33.86297229095762,13067031106,13067031106,G13067031106,"G13067031106.csv, 33.8629722909576, -84.5779999705447"
-83.8387974990858,34.00205875703926,13013180104,13013180104,G13013180104,"G13013180104.csv, 34.0020587570393, -83.8387974990858"
-84.30515148588562,33.52237652974531,13063040614,13063040614,G13063040614,"G13063040614.csv, 33.5223765297453, -84.3051514858856"
-83.78539327488936,34.011023955210696,13013180107,13013180107,G13013180107,"G13013180107.csv, 34.0110239552107, -83.7853932748894"
-84.3118138577364,33.46692209336185,13063040606,13063040606,G13063040606,"G13063040606.csv, 33.4669220933619, -84.3118138577364"
-84.86560772073598,33.80622942918616,13223120605,13223120605,G13223120605,"G13223120605.csv, 33.8062294291862, -84.865607720736"
-84.42749550639451,33.57106666661402,13063040512,13063040512,G13063040512,"G13063040512.csv, 33.571066666614, -84.4274955063945"
-84.8194223715413,33.79455207993508,13223120602,13223120602,G13223120602,"G13223120602.csv, 33.7945520799351, -84.8194223715413"
-84.37007872654829,33.407889374192436,13063040608,13063040608,G13063040608,"G13063040608.csv, 33.4078893741924, -84.3700787265483"
-84.83961840752603,33.849248064551986,13223120502,13223120502,G13223120502,"G13223120502.csv, 33.849248064552, -84.839618407526"
-84.41421464670343,33.992437472505515,13067030336,13067030336,G13067030336,"G13067030336.csv, 33.9924374725055, -84.4142146467034"
-84.7884693831636,33.84614108044571,13223120503,13223120503,G13223120503,"G13223120503.csv, 33.8461410804457, -84.7884693831636"
-84.2723350764394,33.6025504523972,13063040411,13063040411,G13063040411,"G13063040411.csv, 33.6025504523972, -84.2723350764394"
-84.75464785722156,33.95372292416281,13223120203,13223120203,G13223120203,"G13223120203.csv, 33.9537229241628, -84.7546478572216"
-84.45243502663959,33.88512006486864,13067030339,13067030339,G13067030339,"G13067030339.csv, 33.8851200648686, -84.4524350266396"
-84.76859818640764,34.05132784527359,13223120101,13223120101,G13223120101,"G13223120101.csv, 34.0513278452736, -84.7685981864076"
-84.48285037115409,34.030019290560915,13067030314,13067030314,G13067030314,"G13067030314.csv, 34.0300192905609, -84.4828503711541"
-84.73918079548683,33.8504066014922,13223120603,13223120603,G13223120603,"G13223120603.csv, 33.8504066014922, -84.7391807954868"
-84.30416706751949,33.59078257572408,13063040409,13063040409,G13063040409,"G13063040409.csv, 33.5907825757241, -84.3041670675195"
-84.78351699376769,33.878563008218954,13223120501,13223120501,G13223120501,"G13223120501.csv, 33.878563008219, -84.7835169937677"
-84.310906097002,33.62784993486678,13063040410,13063040410,G13063040410,"G13063040410.csv, 33.6278499348668, -84.310906097002"
-84.32681129235338,33.50772993352658,13063040613,13063040613,G13063040613,"G13063040613.csv, 33.5077299335266, -84.3268112923534"
-84.33407524844107,33.5910838046557,13063040408,13063040408,G13063040408,"G13063040408.csv, 33.5910838046557, -84.3340752484411"
-84.32704867886922,33.57001029146061,13063040412,13063040412,G13063040412,"G13063040412.csv, 33.5700102914606, -84.3270486788692"
-84.28405517147557,33.57183517794513,13063040413,13063040413,G13063040413,"G13063040413.csv, 33.5718351779451, -84.2840551714756"
-84.36269001794867,33.519611782724475,13063040612,13063040612,G13063040612,"G13063040612.csv, 33.5196117827245, -84.3626900179487"
-84.32897518652827,33.545373538908116,13063040609,13063040609,G13063040609,"G13063040609.csv, 33.5453735389081, -84.3289751865283"
-84.06589573177644,33.832198988479306,13135050729,13135050729,G13135050729,"G13135050729.csv, 33.8321989884793, -84.0658957317764"
-84.04465513232547,33.835697061467044,13135050725,13135050725,G13135050725,"G13135050725.csv, 33.835697061467, -84.0446551323255"
-84.02883218455646,33.974806523325604,13135050540,13135050540,G13135050540,"G13135050540.csv, 33.9748065233256, -84.0288321845565"
-84.03060403029423,33.817003867084495,13135050722,13135050722,G13135050722,"G13135050722.csv, 33.8170038670845, -84.0306040302942"
-84.00010935092422,34.006909268429496,13135050527,13135050527,G13135050527,"G13135050527.csv, 34.0069092684295, -84.0001093509242"
-84.02836960980835,33.99703855413208,13135050549,13135050549,G13135050549,"G13135050549.csv, 33.9970385541321, -84.0283696098084"
-84.11563524668573,33.96761143838032,13135050215,13135050215,G13135050215,"G13135050215.csv, 33.9676114383803, -84.1156352466857"
-84.09106378791154,34.01361673571294,13135050216,13135050216,G13135050216,"G13135050216.csv, 34.0136167357129, -84.0910637879115"
-84.10756413310386,33.935167972981915,13135050524,13135050524,G13135050524,"G13135050524.csv, 33.9351679729819, -84.1075641331039"
-83.97681073705898,34.01757610974481,13135050547,13135050547,G13135050547,"G13135050547.csv, 34.0175761097448, -83.976810737059"
-83.88357250821332,34.05133668957814,13135050610,13135050610,G13135050610,"G13135050610.csv, 34.0513366895781, -83.8835725082133"
-84.10869115268625,33.94716585722258,13135050541,13135050541,G13135050541,"G13135050541.csv, 33.9471658572226, -84.1086911526862"
-83.94235767416782,33.83330164303215,13135050731,13135050731,G13135050731,"G13135050731.csv, 33.8333016430322, -83.9423576741678"
-83.87052916469877,34.092163594582,13135050609,13135050609,G13135050609,"G13135050609.csv, 34.092163594582, -83.8705291646988"
-83.96692054908365,33.84224435531947,13135050730,13135050730,G13135050730,"G13135050730.csv, 33.8422443553195, -83.9669205490837"
-84.0008906948205,33.80290192122315,13135050728,13135050728,G13135050728,"G13135050728.csv, 33.8029019212232, -84.0008906948205"
-83.94650593588898,33.907268386387855,13135050727,13135050727,G13135050727,"G13135050727.csv, 33.9072683863879, -83.946505935889"
-83.95815456279132,33.99874617767447,13135050548,13135050548,G13135050548,"G13135050548.csv, 33.9987461776745, -83.9581545627913"
-83.9877720422154,33.9167180088802,13135050543,13135050543,G13135050543,"G13135050543.csv, 33.9167180088802, -83.9877720422154"
-83.95048834040999,33.96196837739882,13135050545,13135050545,G13135050545,"G13135050545.csv, 33.9619683773988, -83.95048834041"
-84.00055370950226,33.98085205149762,13135050523,13135050523,G13135050523,"G13135050523.csv, 33.9808520514976, -84.0005537095023"
-83.95242321053925,33.87658535684189,13135050724,13135050724,G13135050724,"G13135050724.csv, 33.8765853568419, -83.9524232105393"
-84.0942770683185,33.95743811839805,13135050537,13135050537,G13135050537,"G13135050537.csv, 33.9574381183981, -84.0942770683185"
-84.09306326590499,33.944083353323656,13135050539,13135050539,G13135050539,"G13135050539.csv, 33.9440833533237, -84.093063265905"
-84.1228850345036,33.949384383815804,13135050542,13135050542,G13135050542,"G13135050542.csv, 33.9493843838158, -84.1228850345036"
-84.03007421293977,33.953747493403185,13135050536,13135050536,G13135050536,"G13135050536.csv, 33.9537474934032, -84.0300742129398"
-83.86666256529489,33.950175289754156,13135050608,13135050608,G13135050608,"G13135050608.csv, 33.9501752897542, -83.8666625652949"
-83.90757627538132,34.00914489422395,13135050607,13135050607,G13135050607,"G13135050607.csv, 34.009144894224, -83.9075762753813"
-83.93165283368954,33.93343342124996,13135050546,13135050546,G13135050546,"G13135050546.csv, 33.93343342125, -83.9316528336895"
-83.89438556377337,33.88749422922207,13135050726,13135050726,G13135050726,"G13135050726.csv, 33.8874942292221, -83.8943855637734"
-84.08034043711159,33.90847515592154,13135050531,13135050531,G13135050531,"G13135050531.csv, 33.9084751559215, -84.0803404371116"
-84.69755330971702,33.02312395864043,13199970800,13199970800,G13199970800,"G13199970800.csv, 33.0231239586404, -84.697553309717"
-84.06134236448305,33.817432934283794,13135050723,13135050723,G13135050723,"G13135050723.csv, 33.8174329342838, -84.0613423644831"
-84.13418590919498,33.90210846734863,13135050435,13135050435,G13135050435,"G13135050435.csv, 33.9021084673486, -84.134185909195"
-84.05000260373602,33.919570902269754,13135050532,13135050532,G13135050532,"G13135050532.csv, 33.9195709022698, -84.050002603736"
-84.07049841278386,33.94357699920565,13135050534,13135050534,G13135050534,"G13135050534.csv, 33.9435769992057, -84.0704984127839"
-84.01866202294755,33.92093548276589,13135050544,13135050544,G13135050544,"G13135050544.csv, 33.9209354827659, -84.0186620229476"
-84.05474540688644,33.9443995364384,13135050535,13135050535,G13135050535,"G13135050535.csv, 33.9443995364384, -84.0547454068864"
-84.58802397572121,32.90239036638876,13199970500,13199970500,G13199970500,"G13199970500.csv, 32.9023903663888, -84.5880239757212"
-84.67915903147177,33.15079073461045,13199970700,13199970700,G13199970700,"G13199970700.csv, 33.1507907346105, -84.6791590314718"
-84.75813446878627,32.91353653700563,13199970600,13199970600,G13199970600,"G13199970600.csv, 32.9135365370056, -84.7581344687863"
-83.9980098972197,33.562439108783146,13217100903,13217100903,G13217100903,"G13217100903.csv, 33.5624391087831, -83.9980098972197"
-83.95984822070645,33.559650038243525,13217100902,13217100902,G13217100902,"G13217100902.csv, 33.5596500382435, -83.9598482207064"
-84.20056680592226,33.88955366328025,13135050434,13135050434,G13135050434,"G13135050434.csv, 33.8895536632803, -84.2005668059223"
-84.24520306674339,33.976169005537614,13135050321,13135050321,G13135050321,"G13135050321.csv, 33.9761690055376, -84.2452030667434"
-84.20940020672066,33.885226462896455,13135050433,13135050433,G13135050433,"G13135050433.csv, 33.8852264628965, -84.2094002067207"
-84.17672656255293,33.88357357678367,13135050432,13135050432,G13135050432,"G13135050432.csv, 33.8835735767837, -84.1767265625529"
-84.08811086297557,33.927786907244084,13135050533,13135050533,G13135050533,"G13135050533.csv, 33.9277869072441, -84.0881108629756"
-84.10820816127837,33.907036580224585,13135050436,13135050436,G13135050436,"G13135050436.csv, 33.9070365802246, -84.1082081612784"
-83.89365706124867,33.552221089221554,13217100600,13217100600,G13217100600,"G13217100600.csv, 33.5522210892216, -83.8936570612487"
-83.91446798600637,33.58809228688735,13217100502,13217100502,G13217100502,"G13217100502.csv, 33.5880922868874, -83.9144679860064"
-83.73475511468202,33.59142515160056,13217100202,13217100202,G13217100202,"G13217100202.csv, 33.5914251516006, -83.734755114682"
-83.86146265047277,33.56095971579595,13217100700,13217100700,G13217100700,"G13217100700.csv, 33.560959715796, -83.8614626504728"
-83.94988540666697,33.598176387750236,13217100501,13217100501,G13217100501,"G13217100501.csv, 33.5981763877502, -83.949885406667"
-83.87656258013664,33.45921670870388,13217100800,13217100800,G13217100800,"G13217100800.csv, 33.4592167087039, -83.8765625801366"
-83.97619275498388,33.51908535582153,13217100901,13217100901,G13217100901,"G13217100901.csv, 33.5190853558215, -83.9761927549839"
-83.77533794164684,33.51324979189369,13217100201,13217100201,G13217100201,"G13217100201.csv, 33.5132497918937, -83.7753379416468"
-84.04654218579006,33.46769969116633,13151070203,13151070203,G13151070203,"G13151070203.csv, 33.4676996911663, -84.0465421857901"
-84.00500842341722,33.41461712910747,13151070402,13151070402,G13151070402,"G13151070402.csv, 33.4146171291075, -84.0050084234172"
-84.13179406104871,33.42694648438095,13151070304,13151070304,G13151070304,"G13151070304.csv, 33.4269464843809, -84.1317940610487"
-84.2282236736991,33.564075560855606,13151070106,13151070106,G13151070106,"G13151070106.csv, 33.5640755608556, -84.2282236736991"
-84.10251580742914,33.51975012182623,13151070202,13151070202,G13151070202,"G13151070202.csv, 33.5197501218262, -84.1025158074291"
-84.25267637207749,33.46505509255942,13151070305,13151070305,G13151070305,"G13151070305.csv, 33.4650550925594, -84.2526763720775"
-84.14392111146587,34.38500354461594,13085970202,13085970202,G13085970202,"G13085970202.csv, 34.3850035446159, -84.1439211114659"
-84.01183537045645,34.37258883000318,13085970201,13085970201,G13085970201,"G13085970201.csv, 34.3725888300032, -84.0118353704565"
-84.6978517821217,34.11302495729775,13015960802,13015960802,G13015960802,"G13015960802.csv, 34.1130249572978, -84.6978517821217"
-84.9774594354998,34.14178388681008,13015961000,13015961e3,G13015961000,"G13015961000.csv, 34.1417838868101, -84.9774594354998"
-84.86848126570705,34.11928505358485,13015960901,13015960901,G13015960901,"G13015960901.csv, 34.1192850535849, -84.868481265707"
-84.74354080225217,34.29372465826927,13015960102,13015960102,G13015960102,"G13015960102.csv, 34.2937246582693, -84.7435408022522"
-84.72598892241241,34.377746044109685,13015960101,13015960101,G13015960101,"G13015960101.csv, 34.3777460441097, -84.7259889224124"
-84.79164430405443,34.23621670409215,13015960402,13015960402,G13015960402,"G13015960402.csv, 34.2362167040922, -84.7916443040544"
-84.82136938453523,34.21848028420213,13015960401,13015960401,G13015960401,"G13015960401.csv, 34.2184802842021, -84.8213693845352"
-84.76684690899756,34.11333615421466,13015960803,13015960803,G13015960803,"G13015960803.csv, 34.1133361542147, -84.7668469089976"
-84.81273121230721,34.1491285516197,13015960600,13015960600,G13015960600,"G13015960600.csv, 34.1491285516197, -84.8127312123072"
-84.91896239642922,34.345297388427504,13015960200,13015960200,G13015960200,"G13015960200.csv, 34.3452973884275, -84.9189623964292"
-84.87519017089522,34.16750389682505,13015960902,13015960902,G13015960902,"G13015960902.csv, 34.1675038968251, -84.8751901708952"
-84.84433986802303,34.19939245574235,13015960500,13015960500,G13015960500,"G13015960500.csv, 34.1993924557423, -84.844339868023"
-84.68109756933922,34.126926179324606,13015960801,13015960801,G13015960801,"G13015960801.csv, 34.1269261793246, -84.6810975693392"
-84.942462170829,34.251615205592785,13015960300,13015960300,G13015960300,"G13015960300.csv, 34.2516152055928, -84.942462170829"
-85.29386032456138,33.828306066329446,13143010200,13143010200,G13143010200,"G13143010200.csv, 33.8283060663294, -85.2938603245614"
-85.2472796863725,33.701445203738174,13143010400,13143010400,G13143010400,"G13143010400.csv, 33.7014452037382, -85.2472796863725"
-85.0855730240072,33.778886420859216,13143010301,13143010301,G13143010301,"G13143010301.csv, 33.7788864208592, -85.0855730240072"
-85.18365939948194,33.753845316574385,13143010302,13143010302,G13143010302,"G13143010302.csv, 33.7538453165744, -85.1836593994819"
-84.21498078096737,33.036126829822166,13171970300,13171970300,G13171970300,"G13171970300.csv, 33.0361268298222, -84.2149807809674"
-84.09881293148021,33.02842209351744,13171970200,13171970200,G13171970200,"G13171970200.csv, 33.0284220935174, -84.0988129314802"
-84.71843576204392,34.18398688705424,13015960700,13015960700,G13015960700,"G13015960700.csv, 34.1839868870542, -84.7184357620439"
-84.1516120072679,33.14148177568646,13171970100,13171970100,G13171970100,"G13171970100.csv, 33.1414817756865, -84.1516120072679"
