GEOID10,TRACTID,GISJN_TCT,cty_fips,class_mm,class_mm_char,elev_m,develop_pct,prcp,tmax,tmin,totpop,white_nh,afam_nh,natam_nh,asian_nh,hisp,fb_pop,nonga_pop,ga_pop,cmute_car,cmute_carp,cmute_public,cmute_bike,cmute_walk,cmute_home,medinc,povpop_50pct,popop_99pct,inc_10K,inc_150K,inc_200K,tenure_own,tenure_rent,ind_ag,ind_const,ind_manuf,ind_wholetrd,ind_retltrd,ind_transp,ind_info,ind_finance,ind_prof,ind_ed,ind_arts,ind_public
13067030326,13067030326,G13067030326,13067,8,"White, moderate diversity",347.52739811912227,21.66,1417.6666666666667,22.05890410958904,10.019634703196347,4712,72.8,5.2,0,6.3,12.9,17.9,54.5,26.2,75.6,9.4,0.7,0,0.4,13.2,133274,2.8,2.8,1.4,20.7,20.3,90.6,9.4,0,3.6,7.7,2.5,10.3,4.4,1.7,9.3,22.2,11.3,19.9,2.1
13077170501,13077170501,G13077170501,13077,2,"White, low diversity",259.10436550468705,2.67,1585.6666666666667,22.822374429223743,10.537899543378995,7257,81.8,8.2,0,0.4,6.6,4.9,36,58.3,88.5,6.5,0.5,0.1,0.3,3.7,74250,5.6,5.6,6.3,4.7,6.2,87.8,12.2,1.6,4.4,9.7,1.3,10.9,8,2.6,6.3,7.3,19,15.3,7.5
13077170406,13077170406,G13077170406,13077,2,"White, low diversity",273.7320073095305,14.72,1565.3333333333333,22.689497716894977,10.476712328767123,3828,88.8,4.2,0,1,5,5.1,43.4,49.6,91.8,2.3,0,0,0,5.3,93162,0.8,0.8,0.7,9.5,7.5,93.6,6.4,0.2,5.3,10,3.7,8.1,18.6,4,3.7,11,21.9,4.1,3.8
13077170602,13077170602,G13077170602,13077,8,"White, moderate diversity",260.7476535264146,34.85,1558.6666666666667,22.929223744292237,10.449771689497716,8548,79.7,9.1,0,5.5,4.7,8.3,47,41.1,86,3.5,0.5,0,0.2,7.6,86417,2.1,2.1,0,14.1,10.1,77.6,22.4,0.8,2.8,9.1,5.9,8.6,14.4,2.6,7,7.1,26.8,7.5,4.2
13077170503,13077170503,G13077170503,13077,2,"White, low diversity",245.85827016666045,4.01,1575.3333333333333,23.026027397260272,10.638356164383563,5825,83.9,7.6,0.1,0.5,6.2,2.8,45.2,50,85.4,5.3,0,1.3,0.7,5.9,70179,5.6,5.6,3.9,8.1,5.6,80.9,19.1,0,5.6,11.3,3.7,10.6,12.6,3.1,6,9.8,22.7,7.6,3.6
13077170403,13077170403,G13077170403,13077,2,"White, low diversity",283.5587336615176,5.87,1547.6666666666667,22.700456621004566,10.40958904109589,4703,83.9,8.5,0,2,3.6,3.8,43.3,51.3,85.8,7.7,0,0,0,5.8,105854,0.9,0.9,0,11.9,14.7,85.8,14.2,0,6.9,14.7,7,6.9,14.1,1.4,5.8,9.9,17,7.1,4.5
13077170306,13077170306,G13077170306,13077,8,"White, moderate diversity",271.05835597142567,35.47,1544,22.88310502283105,10.448401826484018,8973,61.3,23.8,0,1.9,7.6,5.5,41.7,50.9,82,10.1,0.8,0,1.2,4.5,66750,9.8,9.8,8,5.6,4.8,59.6,40.4,0,3.9,7.8,4,14.6,16,0.3,3,8.3,18.3,9.6,7.5
13077170405,13077170405,G13077170405,13077,8,"White, moderate diversity",271.3652292950034,20.33,1580.6666666666667,22.7675799086758,10.468949771689498,7354,70.7,6.8,0,2.1,14.3,6.5,48.6,42.9,83,13.3,0,0,0.5,2.6,78450,1.8,1.8,0.5,7.8,4.4,84.3,15.7,0,5.7,18.5,1.9,8.8,11.2,0.9,5.4,7.7,20.5,11.3,4.8
13077170404,13077170404,G13077170404,13077,2,"White, low diversity",275.374698011522,18.56,1554.6666666666667,22.77123287671233,10.47351598173516,5612,87,5.2,0,0.9,3.2,5.7,43.9,49.2,82,6,1.7,0,0,8.8,80930,0.5,0.5,0.9,15.2,3.6,89.8,10.2,0,4.7,12.9,1.5,8.8,12.8,1.4,5.3,8,19.6,11.4,2.1
13077170603,13077170603,G13077170603,13077,8,"White, moderate diversity",262.8760674281912,10.1,1573.3333333333333,22.934703196347034,10.499543378995433,5316,75.7,10.9,0,1.7,9.3,8,33.4,57.8,82.8,7.3,1.1,0,0,8,7e4,3.7,3.7,2.9,6.8,2.3,86.3,13.7,0,5.6,10.3,2.1,11.3,10.2,1.2,9.1,10.3,18.4,7.5,5.1
13077170502,13077170502,G13077170502,13077,2,"White, low diversity",256.59056174203147,2.26,1594.3333333333333,22.9337899543379,10.568493150684931,5995,86.1,9.7,0,0.2,3.5,2.2,29.5,68.1,81.8,14.6,1.2,0,0,1.4,70659,2.2,2.2,2.4,9.7,2.1,83.7,16.3,0.7,7.2,11.1,5.5,7.4,13.8,0.3,5,5.9,22.4,6.1,7
13077170305,13077170305,G13077170305,13077,8,"White, moderate diversity",281.954681389464,35.06,1573,22.70730593607306,10.35296803652968,10536,45.2,31.1,0,5.3,17.2,15,33.8,50.5,74.9,19.6,0.3,0,0.5,2.8,37665,15.7,15.7,14.3,2.6,0.5,35.5,64.5,0,2.1,13.3,0.9,20.5,12.3,1.4,5,2.5,14.2,19,2.6
13077170601,13077170601,G13077170601,13077,9,"Black, moderate diversity",279.8434529511458,20.74,1598.3333333333333,22.636073059360733,10.273515981735159,7682,38.2,52.6,0,0.7,6.7,6.7,20.2,73.1,75.3,14.2,0,0,0.6,0.7,34503,15.7,15.7,8.8,0,1.8,38.5,61.5,0,10.4,20.7,3,13.6,7.8,2.2,3,10.6,19.1,3.4,4.6
13077170700,13077170700,G13077170700,13077,9,"Black, moderate diversity",247.08496794565113,9.8,1553.3333333333333,22.859360730593608,10.262557077625571,7143,42.2,51.5,0,1,1.7,1.5,24.5,74,83.9,11.5,2.6,0,0.5,0.7,36023,13.3,13.3,16.1,4.7,2.4,66.2,33.8,0,3.1,18.9,2.3,10.3,11.3,0,4.6,13.9,16,11.2,2.3
13077170402,13077170402,G13077170402,13077,8,"White, moderate diversity",283.28323712061575,11.74,1555.6666666666667,22.635616438356163,10.46986301369863,9559,76.4,12.3,0,0,11.2,9.9,36.1,52.7,75.8,18.6,0,0,0,4.2,77166,2.9,2.9,0.5,15.4,8.2,77.4,22.6,0,8.5,19.3,0.5,6.3,8.7,3.4,4.6,11.2,22.9,8.8,4.3
13077170802,13077170802,G13077170802,13077,2,"White, low diversity",262.0682158580311,2.46,1584,22.86255707762557,10.378538812785388,4534,89.6,7.2,0.4,0,1.1,1.7,28.4,69.2,88.2,7.4,0.7,0,0,2.8,64573,1.7,1.7,1.1,7.6,1.3,80.7,19.3,1.7,8.1,16.9,2.3,11.5,11.9,3,5.1,5.2,20,6.7,2.3
13077170801,13077170801,G13077170801,13077,8,"White, moderate diversity",242.32953031794753,2.43,1566.6666666666667,23.02557077625571,10.323287671232876,5353,76.8,17.8,0.1,0.7,3.7,3.1,24,71.9,82.1,8.5,0.7,0,0.4,7,46535,5.5,5.5,1.6,3.8,1.6,69.9,30.1,0.5,9.3,17.4,1.3,8.2,5.6,0.8,3,11.2,16.9,12.1,7.3
13077170304,13077170304,G13077170304,13077,8,"White, moderate diversity",274.7685383110041,9.79,1561,22.650228310502282,10.302739726027397,7089,67.5,26.4,0,1.3,4,3.1,31.5,64,84.6,7.1,0.4,0,0,5.5,72420,0.9,0.9,0.7,8.4,9,73.6,26.4,0,8.3,8.7,4.3,10.7,3.6,1.4,5.5,14.7,23.5,5.9,6.3
13077170303,13077170303,G13077170303,13077,2,"White, low diversity",252.67369712200085,2.72,1514.6666666666667,22.93013698630137,10.367579908675799,5540,86.8,5.4,0,1.7,3,3.1,39.4,56,81.2,10.2,0.2,0,0,6.7,92180,1.8,1.8,1.4,9.4,8,90.6,9.4,0.6,5.7,9,5,12,14.6,0.4,8.2,8.9,22.3,2.9,6
13077170200,13077170200,G13077170200,13077,8,"White, moderate diversity",257.9301824250713,10.53,1532.6666666666667,22.81324200913242,10.270776255707762,7350,74.8,14.1,1.1,1.2,4.4,4.2,23.3,72.1,75.1,18.9,1,0,0,5,49282,7.5,7.5,7.3,1.4,3.8,61.8,38.2,0.5,7,13.5,4.5,13.1,10.7,5.2,3.8,9.8,18.5,8.6,2
13077170100,13077170100,G13077170100,13077,2,"White, low diversity",239.16743273565183,0.99,1522.3333333333333,22.96301369863014,10.231963470319634,7428,85,6.5,0,1.1,3.1,2.4,24.7,72.4,80.6,12.3,0,0,0.5,5,55543,6,6,5.4,7,0,81,19,0.8,7.8,10.8,1.9,10.1,9.2,3.2,2.5,15.7,16.5,11,3.3
13089023425,13089023425,G13089023425,13089,3,"Black, low diversity",245.53635092624955,38.82,1480.3333333333333,22.800456621004567,10.732420091324201,5183,2.5,94.6,0,0,0.8,4.7,30.9,63.8,78.8,15.2,1,0,1.1,3.9,57748,3.1,3.1,0.5,9.1,3.7,70.5,29.5,0.6,2.5,3.8,0.9,13.5,8.2,2.3,3.3,12.5,27.6,13.6,7.4
13089022204,13089022204,G13089022204,13089,14,High diversity,292.7766397908041,45.25,1432,22.43744292237443,10.573972602739726,7557,30.8,20.5,0,26,17.7,39.4,22.6,35.9,70.8,11.9,9.5,0,6.1,0.4,41808,7.9,7.9,1.1,1.7,1.4,22.8,77.2,0,2,4.5,1.5,25.9,1.1,3.4,5,11.5,22.9,11.6,4.2
13089022403,13089022403,G13089022403,13089,2,"White, low diversity",289.4553604098061,14.52,1435,22.40319634703196,10.608675799086758,3806,88.8,2.1,0.3,5.3,2.3,8.5,52.5,38.1,76.7,3.3,1.8,0.9,5.7,10.9,138750,5.9,5.9,0.8,8.7,47.9,85.2,14.8,0.7,1.5,4.1,0.3,5.4,1.7,3.9,9.4,30.1,32.9,2.3,4.7
13089023602,13089023602,G13089023602,13089,3,"Black, low diversity",286.4903689193601,31.14,1447.6666666666667,22.475342465753425,10.664383561643836,2392,8.4,88.4,0,0,0.5,1.4,19.7,78.1,68.7,5,21.3,0,2.4,1.9,38688,13.8,13.8,3.3,0,1,59.8,40.2,0,5.3,7,2.1,17.1,8,1.6,7.7,12.8,17,11.5,7
13089023504,13089023504,G13089023504,13089,3,"Black, low diversity",276.71985233798193,57.82,1423.3333333333333,22.601369863013698,10.686301369863013,3294,3.3,92.2,0,0,3,4.9,16.3,78.4,59.3,10.3,17.6,0,4.9,3.7,24098,14.2,14.2,15.5,1,2.6,33.1,66.9,0,1,1.9,6.2,8.3,19.5,7.3,5.8,4.1,16.4,17,6
13089023213,13089023213,G13089023213,13089,3,"Black, low diversity",260.6323109843081,47.06,1435.3333333333333,22.719634703196345,10.682648401826484,6253,1.7,90.3,0.1,3.5,1.4,12.6,38.2,47.3,72.5,6.7,12.7,0,0.6,5.8,44138,6.7,6.7,4.7,5,1.7,53.3,46.7,0.3,0.5,5.6,3,6.3,15.9,3,4.6,6.7,31.3,11.9,5.3
13089022301,13089022301,G13089022301,13089,8,"White, moderate diversity",286.9552871371053,36.28,1443.3333333333333,22.412328767123288,10.59406392694064,6003,76.8,5.4,0.2,12.3,2.9,16.6,44.7,37.5,68.2,5.6,9.1,1.4,4.6,8.2,62851,10.6,10.6,1.6,20.3,12.4,55.7,44.3,0,2.9,1.5,0,8.7,1.9,5,5.4,14.5,40.5,9.7,6.1
13089023312,13089023312,G13089023312,13089,3,"Black, low diversity",280.7357818699766,36.01,1457.3333333333333,22.51095890410959,10.592237442922373,9369,3.3,91,0,0.3,3.2,13.9,41.4,40.2,78,6.2,7.9,0,2.4,3.9,60184,9.5,9.5,5.1,5.4,6.3,78.9,21.1,0.8,3.6,2.1,1.8,10.6,8.1,4.4,7.7,17.3,26.4,4.5,5.6
13089023311,13089023311,G13089023311,13089,3,"Black, low diversity",260.87629239978236,26.84,1454,22.67214611872146,10.622374429223745,4919,4.7,92.7,0,0,1.2,7.7,43.2,47.9,81.3,11,2.7,0,0,4.9,79500,3.8,3.8,4.4,13.8,1.7,72.7,27.3,0,2.6,4.5,4.5,10.7,9.2,4.6,10.2,13,18.3,11.8,9.3
13089023423,13089023423,G13089023423,13089,3,"Black, low diversity",258.089830114033,43.77,1508.3333333333333,22.639269406392692,10.715068493150685,7719,2.7,90.8,0,0,4.6,5.6,32.3,61.2,84.5,11,2.3,0,0,2.1,69950,1.4,1.4,2.3,3.1,4.4,78.1,21.9,0.3,1.6,7.5,2.4,13.7,14.6,3.6,3.7,12.2,19.7,10.1,5.4
13089023419,13089023419,G13089023419,13089,3,"Black, low diversity",247.70092270660604,23.42,1521,22.763013698630136,10.729680365296803,9792,1.6,95.1,0,0,1,6.1,31.8,59.4,71.2,14.3,3.4,0,0.4,9.9,59929,7.2,7.2,6.5,6.3,4.7,78.6,21.4,0,1.8,7.6,1.2,16.2,11.3,0.4,4.7,10.1,29.8,7.7,7.6
13089023114,13089023114,G13089023114,13089,9,"Black, moderate diversity",280.6875468867217,35.53,1425.3333333333333,22.4986301369863,10.590867579908677,2728,17.4,69.4,0.4,3.4,5.9,24.8,31.4,42.4,72.4,16.6,8.6,0,0,2.3,55115,11.8,11.8,8,2.7,1.1,69.6,30.4,1.2,3.9,6.7,2.7,17.3,6.8,5,9.2,8.8,20,11.5,2.9
13089023501,13089023501,G13089023501,13089,3,"Black, low diversity",288.9945226917058,43.96,1420.6666666666667,22.544748858447488,10.668036529680364,3804,7,91.6,0,0,0.7,0.8,35.2,64,49.3,21.7,22.1,0,1.1,4.2,31649,6,6,7.7,0,0,32.3,67.7,0.6,2.2,2.8,0.4,11.6,3.9,4.5,5.5,8.5,33.6,19,0.5
13089023411,13089023411,G13089023411,13089,3,"Black, low diversity",254.60191181005243,28.37,1443,22.764383561643836,10.742465753424657,3922,1.7,95.9,0,0,1.5,1.5,25.5,71,75.5,8.4,7.5,0,0,5.7,40802,9.6,9.6,12.1,2.2,1.7,61.2,38.8,0,1.5,9.1,0.9,11.7,18.6,2.9,5.7,8.7,20.5,6.3,11.3
13089023410,13089023410,G13089023410,13089,3,"Black, low diversity",261.64575849682234,63.85,1436.6666666666667,22.690867579908677,10.722374429223745,3848,0.7,93.8,0,0,2.8,7.4,26.6,65.5,69.6,11.1,11.9,0,6.3,0,31280,11.9,11.9,13.5,0,0,35.7,64.3,0,3.5,4.4,0,16.4,9,1.2,6.3,9.5,20.7,18.3,7.6
13089023107,13089023107,G13089023107,13089,9,"Black, moderate diversity",289.83836930455635,34.12,1427.3333333333333,22.44200913242009,10.619634703196347,4697,15,68.7,0.3,1.1,8,6.7,29.1,64,67.4,13.5,10,0,0,6.2,38175,16.3,16.3,7.7,1.2,1.9,46.8,53.2,0,3.5,6.5,5.1,7.7,8.3,7.4,2.1,6,21.8,8.5,13.8
13089023418,13089023418,G13089023418,13089,3,"Black, low diversity",246.24010813467683,14.28,1529,22.78173515981735,10.671232876712327,20092,5.6,92.1,0.2,0.2,1.5,4.6,42.9,47.3,87.4,6.8,1.5,0.1,0.5,3.7,49930,4.7,4.7,2.5,3.8,1.7,53.4,46.6,0,5.1,4,0.5,13.1,7.7,0.9,8.3,7.4,34.1,9.1,9.5
13089021504,13089021504,G13089021504,13089,8,"White, moderate diversity",286.73534338358456,40.33,1428.3333333333333,22.39406392694064,10.571689497716894,5115,72.6,9,0,13.2,3,21.6,55.8,20.9,79.5,4.1,2,0,2.5,10.8,6e4,15.9,15.9,3.1,9.2,18.1,35.5,64.5,0,3.5,7.2,0,4.1,1.5,4,10.1,15.3,43.4,4.3,4.6
13089021503,13089021503,G13089021503,13089,14,High diversity,286.88011152416357,37.23,1424,22.40639269406393,10.553881278538812,4260,42.4,11.7,0,16.5,26.5,37.2,35.7,26.2,56.4,10.3,14,0.5,7.9,6.5,46364,3.7,3.7,0.6,4.3,17.7,30.4,69.6,0,4.5,1.8,4.1,16.4,1.8,6.2,5,16.5,17,18.3,4.5
13089021910,13089021910,G13089021910,13089,9,"Black, moderate diversity",317.2507890264627,57.21,1446,22.22009132420091,10.516894977168949,5240,15.5,72.7,0,7.8,2.9,24.8,44,29.9,71.1,3,16.4,0,0,6.6,41863,9.9,9.9,10,2.9,5.4,63.1,36.9,0.6,2,12.7,0.7,16.3,5.2,3,8.3,13.7,14.9,8.7,7
13089021604,13089021604,G13089021604,13089,8,"White, moderate diversity",286.75006468305304,23.66,1435.3333333333333,22.402283105022832,10.537899543378995,3084,77.7,10.1,0,8,3,9.7,51.7,36.4,81.6,5.3,0,0,0.6,11.9,136875,0.8,0.8,0,12.9,48,93.7,6.3,0,2.9,3.4,3.4,9.9,2.6,4.1,10.6,24.1,24.5,3.4,7.8
13089023112,13089023112,G13089023112,13089,3,"Black, low diversity",295.94232861806313,47.92,1433.6666666666667,22.430593607305937,10.59634703196347,4368,3.2,85.2,0,0.8,7.2,9.1,35.4,53.8,52.3,8.4,31.8,0,2.1,1.3,26124,15.3,15.3,10.3,0,0.8,8.1,91.9,0,5.6,4.8,3.5,23.6,5.4,1.1,3.9,16.4,18.5,14.2,1.4
13089021912,13089021912,G13089021912,13089,8,"White, moderate diversity",294.9158338538414,12.42,1455.6666666666667,22.152968036529682,10.50365296803653,3820,59.8,29.5,0,5.2,2.5,14.4,45.1,38.7,83,3.2,0,0,0,13,131316,0.9,0.9,0,13.7,30.3,96.2,3.8,0,5.5,3.9,2.9,9.1,3.4,3.1,7,15.7,32.4,8.8,5
13089021410,13089021410,G13089021410,13089,13,"Latino, moderate diversity",274.8950495049505,48.97,1431,22.44703196347032,10.520547945205479,5586,32.9,5.7,0.4,1.5,57.4,38.6,25.2,35.5,55.4,29.4,9.3,0,4.3,1.5,56642,9.5,9.5,6.4,0,1.6,23.5,76.5,0,21.8,5.9,1.6,6.7,2.4,3.4,5.3,19,8,15.1,2.7
13089021216,13089021216,G13089021216,13089,8,"White, moderate diversity",299.6581366459627,54.37,1414.3333333333333,22.34931506849315,10.424657534246576,8057,59.1,16.3,0,18.5,3.2,25.3,48.8,24.7,76.8,6.2,6.6,0,5.6,4.9,81554,3.4,3.4,0,10.6,16.2,31.1,68.9,0,0.6,0.8,3.6,12.5,3.6,5,8.8,31.7,16.6,9.9,3.1
13089020600,13089020600,G13089020600,13089,9,"Black, moderate diversity",304.43028846153845,76.14,1422.3333333333333,22.396803652968035,10.624657534246575,2190,31.2,60.7,0,0,4.2,2.5,33.1,64.1,65.4,7.8,16.9,0.5,1.4,6.6,36908,20.6,20.6,19.6,2.2,4.8,32.1,67.9,0,2.3,6.2,0.5,14.7,1.9,3.9,6.6,18,29.9,3,8
13089020500,13089020500,G13089020500,13089,9,"Black, moderate diversity",298.6121570736955,64.93,1422.3333333333333,22.396803652968035,10.624657534246575,3145,39.8,48.6,0.9,1.5,6.4,6.5,37.2,55.7,65.9,11.6,8.4,1,0,9.9,44960,15.8,15.8,11.5,3.2,9.9,55.2,44.8,0,6.1,7.3,3.3,5.1,4.2,2.2,10.2,25,20.8,7,3
13089020900,13089020900,G13089020900,13089,9,"Black, moderate diversity",297.3158001213838,58.19,1475.6666666666667,22.383561643835616,10.636073059360731,5546,46.4,47.1,0,1.4,3.9,2.4,38.2,58.4,79,4,8.4,0.4,0.3,8,65008,5.2,5.2,2.3,13.7,7.5,71.2,28.8,0,2.1,9.3,1.7,11.9,6,6.7,6.2,14.4,19.2,13.1,8.5
13089020700,13089020700,G13089020700,13089,8,"White, moderate diversity",307.7896965419901,65.32,1434.3333333333333,22.373059360730593,10.62283105022831,2256,51.6,41.3,0,1.6,2,2.9,40.6,55.4,64.2,6.4,16.8,1.2,2.7,8.4,51339,12.3,12.3,2.2,7.4,14.3,61,39,0,5.6,5.3,2.5,9.3,2.2,1.7,6.8,25.1,21.2,9.3,5.7
13089023101,13089023101,G13089023101,13089,9,"Black, moderate diversity",290.25031701749936,35.33,1410,22.47579908675799,10.644292237442922,4587,22.5,69.8,0,0.3,4.6,4.4,34.5,60.3,73.9,9.8,7.9,1.2,3.8,2.7,48199,11.8,11.8,8.8,3.4,0.6,60.7,39.3,0,3.5,3.5,3.5,12.2,6.4,1.6,7.9,13.4,23.9,11.5,5
13089022401,13089022401,G13089022401,13089,2,"White, low diversity",282.3111335351497,28.46,1410.6666666666667,22.54200913242009,10.618721461187215,3637,82.5,9.3,0,4.4,1.6,7.5,59.4,32.5,79.8,3.4,1,0.7,1.4,12.3,78800,8.8,8.8,2.6,13.7,34.4,58.1,41.9,0,4.3,3.1,1.5,12.9,0,7.9,11.9,21.6,27,5.8,3.6
13089020300,13089020300,G13089020300,13089,2,"White, low diversity",301.74928909952604,40.05,1436.3333333333333,22.30730593607306,10.6013698630137,4056,88.6,3.5,0,2.4,2.9,6.3,53.7,39.1,72.4,6.8,7.2,1.3,1.6,10.6,101923,6.9,6.9,2.5,11.8,33.6,74.3,25.7,0,1.7,2.7,2.8,7.7,2.2,2.1,5.1,24.5,26,10.9,5.5
13089020100,13089020100,G13089020100,13089,2,"White, low diversity",260.55134281200634,27.39,1390.6666666666667,22.63744292237443,10.63744292237443,2006,90.4,2.2,0,1.6,4.1,5.2,53.9,38.5,88,1.9,1,2.3,0.1,6,162500,3.9,3.9,2.9,11.8,52.9,74.1,25.9,0,0.6,7.3,5.5,3.2,5.8,3.2,10.1,24.9,30.9,4,1.7
13089021411,13089021411,G13089021411,13089,2,"White, low diversity",288.9902755267423,41.35,1408.3333333333333,22.4,10.499086757990868,3455,81.3,7.1,0,5.2,4.5,10.2,47.2,42.6,84.8,3.2,4.2,0,1.8,5.6,76818,5,5,4.5,13.1,29.3,41.1,58.9,0,6.8,6.9,5.1,5.4,3.5,4.5,12.6,27.6,17.3,6.9,1.3
13089020400,13089020400,G13089020400,13089,2,"White, low diversity",302.9964476021314,64.79,1433.3333333333333,22.32922374429224,10.598173515981735,2520,85.2,3.7,0,5.4,3.3,10.6,56.2,30.7,61.5,15.3,4.3,4,4.3,10.1,77e3,3.5,3.5,6.6,8.3,29.6,64.6,35.4,0,1.3,2.8,1.1,6.5,0.8,7.1,6.5,26.4,29.1,9.1,6
13089021416,13089021416,G13089021416,13089,13,"Latino, moderate diversity",283.1823461091754,59.67,1416.6666666666667,22.447945205479453,10.530593607305937,2409,37.6,5.6,0,6.5,49.9,34.7,27.3,37.4,66.7,12.9,9,0,0,5.7,80272,3.7,3.7,2.5,13.2,7.9,38.2,61.8,1,14.6,9.3,4.2,5.7,0,4.5,4,19.2,13.8,11.1,6.5
13089021413,13089021413,G13089021413,13089,13,"Latino, moderate diversity",271.9972299168975,51.42,1417,22.48538812785388,10.538356164383561,4266,16.4,6.1,1,0.9,73.5,51.1,11.7,37,48,17.1,31.5,0,0,0.9,37944,8.7,8.7,4.4,2.4,4.6,12.1,87.9,0,18.9,4.2,1.2,7.2,2.2,2.3,7.5,16.8,5.8,29.1,0.9
13089021911,13089021911,G13089021911,13089,3,"Black, low diversity",317.36011616650535,80.52,1449.3333333333333,22.226940639269408,10.517808219178082,2301,0,97.8,0,0,2.2,23.3,43.4,31.5,48.3,17.9,23.5,0,6.7,3.6,22481,15.4,15.4,7.4,0,0,18.6,81.4,0,0.6,16,0,21.7,8.3,0.7,3,17.5,19.9,10.5,0.4
13089020802,13089020802,G13089020802,13089,9,"Black, moderate diversity",305.87339331619535,37.64,1447,22.31095890410959,10.605936073059361,4365,33.2,56.2,0,2.7,6,2.7,33.8,62,65.5,12.9,10.3,0.9,0,7.3,57422,5.4,5.4,2.9,11.8,13.7,65.6,34.4,0,3.7,3.4,2.4,8.4,5.6,3.8,3.6,13,27.2,17.7,7.6
13089023424,13089023424,G13089023424,13089,3,"Black, low diversity",250.14995540833226,25.1,1476,22.75662100456621,10.741095890410959,5948,3.8,94.1,0.5,0,0.9,9.1,22.2,67.5,77.2,12,3.6,0,0.5,5.7,60717,7.8,7.8,4.1,3.8,4.5,81.2,18.8,0.3,3,2.5,0.3,7,14.6,3.3,8.3,13.3,27.4,8.5,9
13089023422,13089023422,G13089023422,13089,3,"Black, low diversity",252.71465194241767,26.94,1500.6666666666667,22.706849315068496,10.73013698630137,5431,2.7,94.4,0,0,2.9,6.1,33.5,60.1,80.6,5.6,9.1,0,0.3,4.4,57401,4.6,4.6,3.9,1.5,0,75.6,24.4,0,4.5,6.1,2.7,12,13.4,2.2,7.9,8.8,25.6,8.4,7.7
13089023505,13089023505,G13089023505,13089,3,"Black, low diversity",271.59322033898303,36.13,1433.3333333333333,22.567123287671233,10.678538812785389,2728,2.9,92.6,0.7,0.1,2.1,2.1,27.6,70.3,68,8.8,16.5,0,0.8,3.7,44155,7.8,7.8,2.9,0.4,0.7,67,33,0.1,1.8,3.7,2.7,11.6,10,0.3,4,9.2,38.9,2.3,9.5
13089023427,13089023427,G13089023427,13089,3,"Black, low diversity",248.4163715072806,21.52,1505.6666666666667,22.850684931506848,10.704566210045662,2936,3.4,89.5,0.7,0,3.6,4.8,34.5,59.6,74.6,12.3,5.4,0,0,7.6,63864,6.2,6.2,4.5,7.5,6.8,77.6,22.4,0,3.4,4.1,1.9,6.9,11,1.8,6,22.2,24,3.4,11.3
13089023700,13089023700,G13089023700,13089,9,"Black, moderate diversity",290.3225990853659,43.68,1458,22.49771689497717,10.657077625570777,5488,16.6,79.7,0.8,0.3,1.3,2.8,25.2,71.3,70.9,12.2,10,0,0,6.1,33678,14.6,14.6,11.1,6.1,0,34.2,65.8,0,4.7,9.1,3.3,10.1,8,3.4,6.3,11.7,19.1,14.1,5.2
13089023506,13089023506,G13089023506,13089,3,"Black, low diversity",271.31831882116546,45.51,1434.6666666666667,22.502739726027396,10.654794520547945,5902,5.1,92.7,0,0.3,0.4,2.8,21.7,75.4,68.8,4.1,23.2,0,0.9,2.3,41330,8.3,8.3,8.7,1.1,0,61.1,38.9,0,2.2,4,2.4,12.4,9.9,0.6,3.9,12.3,24.1,17.9,5.4
13089023802,13089023802,G13089023802,13089,9,"Black, moderate diversity",255.99044943820223,35.12,1473.3333333333333,22.831050228310502,10.752054794520548,4426,19.1,70.1,1,1.9,5.7,2.2,30.9,65.5,77.8,6.9,8.9,0,0,5.5,37328,11.5,11.5,9.2,14.2,0,34.1,65.9,0,1.6,4.3,3.1,14.4,2.8,5.4,3.5,8.8,23.9,22.7,4.8
13089023801,13089023801,G13089023801,13089,9,"Black, moderate diversity",281.99120234604106,32.49,1480,22.531963470319635,10.67214611872146,3822,26.1,66,0.2,1.5,4.4,5.6,32.2,61.1,81.8,8.8,4.3,1,0.6,3.1,62521,2.2,2.2,1,7.4,10.9,72.8,27.2,1.2,5.5,5.6,1.9,7.7,8.1,2.1,7.2,14,23.1,8.6,5.2
13089023206,13089023206,G13089023206,13089,3,"Black, low diversity",271.2877510538061,28.29,1447.3333333333333,22.617808219178084,10.64200913242009,7801,7.3,88.1,0,0.7,3,9.7,36.9,51.6,58.9,11,17.4,8.4,0.1,2.9,46167,12.9,12.9,11.1,0,0,58.6,41.4,0,1.6,4.8,0.3,20.6,9.6,2.2,5.5,11,20.1,15.1,6.1
13089021907,13089021907,G13089021907,13089,9,"Black, moderate diversity",284.42260735605623,20.95,1457.3333333333333,22.461187214611872,10.572602739726028,8925,21,69.3,0.1,2,6.5,12.9,40.2,44.6,87.3,4.4,3.3,0,1.5,3.4,51164,5.2,5.2,6.6,2.4,3.5,68.2,31.8,0,5.5,5,2.8,10.5,8.2,2.7,3,13.1,29.6,7.5,8.5
13089023413,13089023413,G13089023413,13089,3,"Black, low diversity",252.62225670583018,31.23,1436.6666666666667,22.770319634703196,10.723744292237443,3515,5.4,91.5,0,0,1.7,2.2,36.5,61,86.2,9,1,0,0,3.8,50964,2.6,2.6,0.9,2.8,2,82.7,17.3,0,5,4.4,1.2,9.7,10.3,4.5,7.4,11.5,22.5,12.7,7.5
